source_id,language,origin,text
de_90,de,gemini,"**Wien/Brüssel – Bundeskanzler Werner Faymann (SPÖ) hat sich nach Abstimmung mit EU-Kommissionspräsident Jean-Claude Juncker gegen Grenzzäune in Europa ausgesprochen. Zuvor hatte Innenministerin Johanna Mikl-Leitner (ÖVP) technische Sperren an der Grenze zu Slowenien ins Gespräch gebracht und den Begriff „Zaun“ verwendet. Faymann betonte jedoch in der „ZiB 2“, dass es innerhalb des Schengen-Raums keine Zäune geben werde – weder zu Ungarn noch zu Slowenien. Technische Hilfsmittel würden zudem keinen einzigen Flüchtling abhalten; wer das behaupte, täusche die Bevölkerung. Sinnvoll seien vor allem Maßnahmen direkt in den Krisenregionen.**

Während Mikl-Leitner die Planung der technischen Vorrichtungen auf rund zehn Tage schätzte und betonte, es gehe um eine kontrollierte Abwicklung samt „Tor“, beteuerten sowohl Faymann als auch Vizekanzler Reinhold Mitterlehner (ÖVP), man wolle keine Abschottung. Bundespräsident Heinz Fischer zeigte indes bei einem Auslandsbesuch Verständnis für die Innenministerin und verwies auf die ausgelasteten Kapazitäten Österreichs. Verteidigungsminister Gerald Klug (SPÖ) nannte Alternativen wie Container oder Absperrgitter, mahnte jedoch, die Menschlichkeit nicht zu vernachlässigen.

Der Ansturm an den Grenzen hält indes an: Allein am Mittwochabend harren rund 6.000 Schutzsuchende im steirischen Spielfeld aus, wie die Polizei mitteilte. Der Großteil wurde in Rot-Kreuz-Zelten untergebracht, ein nächtlicher Abtransport in Transitquartiere war geplant. Angesichts der Lage denkt nun auch Slowenien über schärfere Grenzkontrollen nach, falls vereinbarte EU-Beschlüsse ausbleiben. 

Faymann und Juncker forderten in ihrem Telefonat die rasche Umsetzung der Ergebnisse des Balkan-Gipfels, insbesondere die Schaffung von zehntausenden neuen Unterkünften, um eine humanitäre Krise zu verhindern. Die EU-Kommission will die Fortschritte bereits an diesem Donnerstag in einer ersten Videokonferenz überprüfen."
de_91,de,gemini,"Hier ist eine naturalistische, im Nachrichtenton gehaltene Version des Textes:

**„Happy Birthday“ ist frei: Gericht schwächt Warner Music**

Das weltbekannte Geburtstagslied „Happy Birthday to You“ ist offiziell Allgemeingut. Das hat ein Bundesgericht in Los Angeles am Dienstag entschieden und damit eine schwere Niederlage für die Warner Music Group besiegelt. Laut Richter George King besitzt der US-Musikriese mit seiner Tochter Warner/Chappell Music keine gültigen Urheberrechte an dem Song. 

Warner hatte sich die Rechte im Jahr 1988 gesichert und damit zuletzt jährlich rund zwei Millionen Dollar (ca. 1,79 Millionen Euro) eingenommen. Zwar hatte die Firma Clayton F. Summy das Urheberrecht bereits 1935 angemeldet, doch nach Ansicht des Gerichts galt dies damals lediglich für eine bestimmte Klavier-Arrangement-Melodie, nicht jedoch für den Text – die Melodie selbst war ohnehin längst gemeinfrei. 

„Nach 80 Jahren ist *Happy Birthday* endlich frei“, konstatierte Klägeranwalt Randall Newman nach dem Urteil. Geklagt hatten im Jahr 2013 drei Dokumentarfilmer. Komponiert worden war das Stück ursprünglich 1893 von den Schwestern Mildred und Patty Hill unter dem Titel „Good Morning to You“, ehe der weltberühmte Geburtstagstext später hinzukam. In Deutschland war der Song übrigens laut der Gema noch bis Ende 2016 urheberrechtlich geschützt."
de_92,de,gemini,"Hier ist eine in Tonfall und Länge vergleichbare Neufassung im typischen Nachrichtenstil:

**WhatsApp vergrößert Gruppen auf bis zu 256 Mitglieder**

WhatsApp stockt die maximale Teilnehmerzahl für Gruppenchats drastisch auf: Ab sofort können bis zu 256 Nutzer in einer Runde kommunizieren – zuvor lag das Limit bei 100 Mitgliedern. Wie das Technik-Blog *Gadgets* berichtete, steht die Erweiterung nach einem Update der Android- und iOS-App zur Verfügung. 

Beobachter vermuten hinter dem Schritt einen möglichen Strategiewechsel des Messengers. So könnte WhatsApp durch die größeren Gruppen vermehrt als Konkurrenz zu etablierten Business-Diensten wie Slack positioniert werden, um künftig auch für die Unternehmenskommunikation attraktiv zu werden. Experten spekulieren zudem, dass der Mutterkonzern Facebook den Dienst langfristig für kommerzielle Großgruppen monetarisieren könnte. 

Bereits jetzt nutzen zahlreiche Medienhäuser – darunter DER STANDARD – den Messenger zur Verbreitung von Nachrichten. Der anhaltende Erfolg schlägt sich auch in beeindruckenden Nutzerzahlen nieder: Mittlerweile verzeichnet WhatsApp weltweit mehr als eine Milliarde Anwender, die täglich rund 42 Milliarden Nachrichten versenden – doppelt so viele wie weltweit via SMS verschickt werden."
de_93,de,gemini,"Hier ist eine sprachlich überarbeitete Version im natürlichen Nachrichtenstil, die das Thema und die Länge beibehält:

**Hundstorfer kritisiert Hofers Burschenschafts-Vergangenheit**

Im österreichischen Präsidentschaftswahlkampf nimmt SPÖ-Kandidat Rudolf Hundstorfer seinen FPÖ-Rivalen Norbert Hofer wegen dessen ideologischer Wurzeln ins Visier. Während die FPÖ mit dem Slogan „Aufstehen für Österreich“ wirbt, verweist Hundstorfer auf Hofers Mitgliedschaft in der Burschenschaft „Marko-Germania zu Pinkafeld“. 

Unter Berufung auf Analysen des Dokumentationsarchivs des österreichischen Widerstandes (DÖW) kritisiert der SPÖ-Politiker das dortige Verständnis der Nation. Laut einer Festschrift der Verbindung aus dem Jahr 1994 werde die Eigenstaatlichkeit Österreichs als „geschichtswidrige Fiktion“ abgelehnt, die seit 1945 in den Köpfen der Bürger verankert worden sei. Zwar bekenne sich die Burschenschaft formal zum Staat, berufe sich zugleich aber auf ein deutsches Vaterland jenseits der Landesgrenzen. Für Hundstorfer ist es unbegreiflich, dass ein Mitglied einer solchen Vereinigung das höchste Amt im Staat anstreben will.

Zudem stößt sich der SPÖ-Kandidat an weiteren Passagen der Festschrift. Darin wird der gesellschaftliche Pluralismus als Gefahr bezeichnet; die Verbindung sehe sich als „Trutzburg“ gegen die liberale Gesellschaft. Auch die dort geforderte Abkehr von der „Ideologie der Masse“ zugunsten einer neuen Elitenbildung wertet Hundstorfer als bezeichnend für den Hintergrund seines Mitbewerbers."
de_94,de,gemini,"Hier ist eine neu formulierte Version im professionellen Nachrichtenstil, die den Inhalt prägnant und flüssig zusammenfasst:

***

**Peter Zeidler übernimmt Traineramt bei Red Bull Salzburg**

Beim österreichischen Serienmeister FC Red Bull Salzburg ist die Nachfolge von Adi Hütter geklärt: Neuer Cheftrainer wird Peter Zeidler. Der 52-jährige Deutsche hat einen Vertrag bis Sommer 2017 unterschrieben. 

Zeidler ist im Verein bestens bekannt. Seit September 2012 betreute er das Ausbildungsteam des FC Liefering und führte die jungen Spieler in der abgelaufenen Saison auf den starken zweiten Tabellenplatz der Ersten Liga. Sportdirektor Christoph Freund begründete die interne Lösung: „Peter Zeidler kennt unsere Vereinsphilosophie in- und auswendig und hat unseren Weg in Liefering über Jahre erfolgreich mitgeprägt. Wir sind von seiner fachlichen Qualität absolut überzeugt.“

Der neue Chefcoach blickt seiner neuen Aufgabe mit großer Vorfreude entgegen. „Es ist eine spannende und reizvolle Herausforderung, diesen Klub zu trainieren. Ich brenne darauf, mit der Mannschaft und dem Betreuerstab loszulegen“, so Zeidler, der seine erste Übungseinheit am kommenden Samstag leiten wird; zuvor stehen ab Donnerstag medizinische Leistungstests an.

Auch im Trainerteam gibt es Veränderungen: Da Zsolt Löw zum deutschen Schwesterklub RB Leipzig wechselt, rücken Richard Kitzbichler und der bisherige U15-Coach Gerhard Struber als Co-Trainer an Zeidlers Seite. Die Nachfolge von Zeidler beim FC Liefering tritt indes Thomas Letsch an, der bislang für die U18 verantwortlich war und künftig gemeinsam mit Co-Trainer René Aufhauser die Geschicke des Zweitligisten leitet.

*(red, 21.6.2015)*

**Zur Person: Peter Zeidler**
* **Geburtsdatum/-ort:** 8. August 1962 in Schwäbisch-Gmünd (Deutschland)
* **Wichtigste Stationen:** U.a. VfB Stuttgart (Nachwuchs), Co-Trainer bei 1899 Hoffenheim unter Ralf Rangnick, Tours FC (Frankreich) sowie ab 2012 FC Liefering.
* **Größte Erfolge:** Regionalliga-Meistertitel und Aufstieg mit Liefering (2013) sowie zweimalige Top-Plätze in der Ersten Liga (Plätze 3 und 2)."
de_95,de,gemini,"Hier ist eine zeitgemäße, natürliche Nachrichtenversion, die Länge und Thema beibehält:

Wer das Finale der fünften „Game of Thrones“-Staffel am 14. Juni noch vor sich hatte, musste im Netz extrem wachsam sein. Pünktlich zum Serienende glichen Twitter, Facebook und Nachrichtenportale einem Minenfeld aus Enthüllungen. Glücklicherweise gibt es zahlreiche Tools, um dem ungewollten Verrat von Handlungsdetails zu entgehen. 

Für den Google Chrome-Browser empfiehlt sich etwa die Erweiterung „Silencer“. Damit lassen sich Beiträge auf Facebook und Twitter basierend auf bestimmten Keywords ausblenden. Über sogenannte „Mute Packs“ lässt sich das Ganze sogar bequem für ganze Serien einrichten. Ähnlich arbeitet „Spoiler Alert“: Die Chrome-Extension deckt Spoiler – sogar auf Wikipedia – mit einer Warnblende ab, benötigt dafür allerdings eine Registrierung. 

Auch plattformübergreifende Helfer wie die App „Spoiler Shield“ für iOS, Android und Chrome filtern Handlungsstränge zu mehr als 50 Serien und Sportereignissen aus den Social-Media-Feeds. Wer Twitter direkt nutzt, kann störende Begriffe oder Accounts ohnehin in den Einstellungen von Clients wie TweetDeck blockieren. 

Gegen generellen Social-Media-Lärm hilft zudem die Erweiterung „Facebook Purity“ für Chrome und Firefox, während „CommentBlocker“ gezielt nervige Spoiler in den Kommentarspalten besuchter Webseiten stoppt. 

*(Autorin: Birgit Riegler, 15.6.2015)* 

Wie schützen Sie sich im Netz vor lästigen Spoilern? Welche Apps, Erweiterungen oder Tricks nutzen Sie? Schreiben Sie es uns in die Kommentare!"
de_96,de,gemini,"Hier ist eine überarbeitete Version im natürlichen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

**ORF-Korrespondent Raimund Löw startet mit „Inside Asia“ eine neue Gesprächsreihe, die ab kommendem Donnerstag in ORF 3 zu sehen ist. Das Konzept verspricht eine Debatte frei von Zensur und Tabus.**

Wien – Eine Diskussion zwischen chinesischen Experten und ausländischen Journalisten ohne Einschränkungen – was ORF-Peking-Korrespondent Raimund Löw für das neue Format ankündigt, ist in der Volksrepublik normalerweise undenkbar. Ein derart offener politischer Meinungsaustausch sei äußerst ungewöhnlich, erklärte Löw im Gespräch mit dem „Standard“. Die vierteljährlich geplante Sendung „Inside Asia“ startet am Donnerstag, dem 25. Juni, um 21.05 Uhr in ORF 3.

Angesichts der massiven Einschränkungen – im Pressefreiheit-Ranking von „Reporter ohne Grenzen“ belegt China Platz 176 von 180, begleitet von inhaftierten Journalisten und staatlicher Kontrolle – war die Suche nach Teilnehmern laut Löw ein Drahtseilakt. Als Auslandskorrespondenten sei man zwar nicht der lokalen Zensur unterworfen, doch der Druck nehme zu und der Generalverdacht schwinge stets mit. 

Für die Premiere konnten dennoch hochkarätige Gäste gewonnen werden: Neben dem Pekinger Wirtschaftsprofessor Shi Shiwei und dem Politikwissenschaftler Liu Liqun diskutieren die österreichische Botschafterin Irene Giner-Reichl sowie der „Standard“- und „Welt“-Korrespondent Johnny Erling.

In Anlehnung an das EU-Format „Inside Brüssel“ widmet sich „Inside Asia“ den großen geopolitischen Fragen der Region. Im Fokus stehen Themen wie Chinas wirtschaftlicher und gesellschaftlicher Wandel, das Verhältnis zu den USA und Europa sowie asiatische Lösungsansätze für globale Herausforderungen vom Umweltschutz bis zum Terrorismus. Auch die Nachwirkungen des Zweiten Weltkriegs in Asien 75 Jahre nach Kriegsende sollen beleuchtet werden. *(omark, 22.6.2015)*"
de_97,de,gemini,"Hier ist eine umformulierte Version im typischen Nachrichtenstil, die Länge und Thema beibehält:

**New York –** Mit einer drastischen Titelseite zur US-Waffendebatte hat die „New York Daily News“ heftige Reaktionen ausgelöst. Anlass für das provokante Cover am Donnerstag war der blutige Amoklauf von San Bernardino mit 16 Toten. „Gott bringt das nicht in Ordnung“, titelte das Boulevardblatt in riesigen Lettern. Dazu war zu lesen, dass sich Feiglinge, die der Waffenkrise ein Ende bereiten könnten, hinter bedeutungslosen Phrasen verstecken, während die Opfer in ihrem Blut liegen. Die Zeitung stellte dem vier Tweets von US-Politikern und Präsidentschaftsbewerbern gegenüber, die den Hinterbliebenen standardmäßig ihre Gebete zusicherten – eine in den USA übliche, aber zunehmend umstrittene Floskel. 

Das Aufmacherblatt stieß im Netz und bei anderen Medien auf geteiltes Echo. Viele Kommentatoren und Politiker unterstützten den Vorstoß und forderten angesichts der Serie von Schießereien konsequentes Handeln statt leerer Glaubensbekundungen. Kritiker warfen der Zeitung hingegen vor, sich in unangebrachter Weise über religiöse Gefühle und Gebete lustig zu machen. Die traditionsreiche „New York Daily News“ gehört dem Verleger Mortimer Zuckerman, erscheint in einer Auflage von rund 300.000 Exemplaren und gilt im Vergleich zur „New York Times“ als volksnaher."
de_98,de,gemini,"Hier ist eine umformulierte Version im natürlichen Nachrichtenstil, die Länge und Thema beibehält:

Der angebliche Super-GAU in der IT-Welt war offenbar nur ein PR-Gag: Entgegen erster Berichte hat der Unternehmer Marco Marsala seine Firma nicht versehentlich mit einem einzigen Befehl komplett gelöscht. Wie er der italienischen Zeitung *La Repubblica* verriet, handelte es sich dabei um eine bewusste Inszenierung, um Aufmerksamkeit für sein Startup zu generieren, das Outsourcing-Dienstleistungen für Server-Management anbietet. Völlig frei erfunden sei die Anekdote allerdings nicht – Marsala will von einem ähnlichen Vorfall aus der Vergangenheit bei einem Bekannten gehört haben. Zahlreiche Medien, darunter auch der *WebStandard*, hatten zuvor über das angebliche Missgeschick berichtet. In Internetforen reichte die Bandbreite der Reaktionen von echtem Mitgefühl bis hin zu offener Schadenfreude. Ob sich die Aktion für Marsala gelohnt hat, ist jedoch fraglich: Statt neuer Kunden erntet der Gründer nun vor allem Kritik als Internet-Troll."
de_99,de,gemini,"Hier ist eine sprachlich überarbeitete Version im natürlichen Nachrichtenstil, die den Inhalt und die Länge des Originals beibehält:

**Geheime Kammern gesucht: Wissenschaftler scannen vier Pyramiden bis Ende 2016**

Kairo – Mit modernster Technik wollen ägyptische Forscher gemeinsam mit internationalen Experten das Innere der großen Pyramiden nach bisher unentdeckten Hohlräumen durchsuchen. Ein Team aus Frankreich, Kanada und Japan setzt dabei auf Infrarot-Scans und hochempfindliche Detektoren, um einige Meter tief in das antike Gemäuer vorzudringen. Wie Altertümer-Minister Manduh al-Damati bekannt gab, konzentriert sich das bis Ende 2016 angesetzte Projekt auf vier Monumente: die Cheops- sowie die Chephren-Pyramide in Gizeh und zwei etwas weniger bekannte, aber ebenso imposante Bauwerke im südlich von Kairo gelegenen Dahschur. Die Cheops-Pyramide – benannt nach dem Pharao, der um 2638 bis 2613 v. Chr. regierte – ist das größte Bauwerk dieser Art und das einzige erhaltene der Sieben Weltwunder der Antike. Namensgeber der Mittleren Pyramide ist Chephren, der von ca. 2558 bis 2532 v. Chr. herrschte. Bei den beiden Anlagen in Dahschur handelt es sich um die Knickpyramide und die Rote Pyramide, die im 27. Jahrhundert vor unserer Zeitrechnung unter Pharao Snofru entstanden und in ihrer Größe sogar die Mykerinos-Pyramide übertreffen. Laut Damati könnte dieselbe Technologie eventuell auch bei einer erneuten Untersuchung von Tutanchamuns Grab zum Einsatz kommen. Der vor rund 3.300 Jahren lebende Pharao, berühmt durch seine goldene Totenmaske, war nach Ansicht vieler Experten der Sohn Echnatons. Da Nofretetes Grab beziehungsweise ihre Mumie bis heute verschollen ist, spekulieren Archäologen – wie etwa der Brite Nicholas Reeves in einer jüngeren Studie –, ob sie womöglich in einer versteckten Seitenkammer des Tutanchamun-Grabes ruht. *(APA, red, 26.10.2015)*"
