text,language,origin
"BRUSSELS — A European Commission official said on Monday that Greece’s place in the eurozone remains secure, even after a thorough audit uncovered flaws in the country’s budget figures dating back five years.",en,gpt_oss_groq
"Critics warn the new travel document could become a gateway for identity theft. It’s December 2005, and you’re preparing for a Christmas visit to Vienna. Your winter attire is fully equipped—right down to the red maple‑leaf embroidery on your jacket",en,gpt_oss_groq
"U.S. officials say the government is moving to curb the booming market for fake and pirated products that drains U.S. companies of hundreds of billions of dollars each year.  In statements released on Monday, both federal representatives and industry leaders emphasized a coordinated effort to tackle the illicit trade.",en,gpt_oss_groq
,en,gpt_oss_groq
"CARL ICANH INTENSIFIES OPPOSITION TO MLYAN’S $4 B ACQUISITION OF KING PHARMACEUTICALS

PITTSBURGH — Carl Icahn, who holds the largest block of Mylan Laboratories shares, is escalating his campaign against the company's planned $4 billion purchase of King Pharmaceuticals. Icahn is now urging shareholders to back a slate of new directors who would block the deal, arguing that the acquisition is not in Mylan’s best interest.",en,gpt_oss_groq
"Quantum Acquires LTO Competitor Certance  
After years of championing its DLT tape technology as the industry’s best, Quantum has now purchased Certance, a leading producer of the competing LTO format.",en,gpt_oss_groq
"Former media mogul Conrad Black announced that he will file a lawsuit against Hollinger International’s special committee and several other parties, seeking C$1.1 billion (about $870 million). The claim stems from a recent report that alleged Black had siphoned millions of dollars from the company.",en,gpt_oss_groq
"Hague postpones Milosevic trial, granting the former Yugoslav leader’s defense team additional time to ready their case.",en,gpt_oss_groq
"**Quake rattles Athens, no injuries reported**  
ATHENS — A tremor hit the Greek capital on Tuesday, even reaching the city’s Olympic sites. The Athens Geodynamic Institute confirmed the shaking but offered little further information, with the quake’s magnitude and epicentre still unknown.",en,gpt_oss_groq
"**Bush Campaign Blocks Foreign Access to Its Website**

The re‑election effort of President Bush and Vice‑President Cheney has temporarily restricted access to its official site for anyone outside the United States. The move comes after a cyber‑attack knocked the campaign’s domain offline for roughly six hours last week, according to experts in computer security.",en,gpt_oss_groq
"**Merger May Impact Nextel Partners**

The slated $35 billion combination of Sprint Corp. with Nextel Communications could bring about shifts for Kirkland‑based Nextel Partners Inc., according to industry sources.",en,gpt_oss_groq
"**Texans Find Momentum, Yet Still Hungry for More**

After snapping a losing streak with back‑to‑back victories, the Texans are now a squad eager for the next test. “I figured this would happen,” head coach Dom Capers said with a smile.",en,gpt_oss_groq
"UNC forward Rashad McCants brushed off memories of his Kentucky days, insisting he’s focused on the present. Teammate Jawad Williams echoed the sentiment, saying the previous season is behind them. Even senior forward Sean May was more preoccupied with the outcome of his final game than with North Carolina’s recent loss at Rupp Arena.",en,gpt_oss_groq
"A Mac‑focused website has posted a holiday‑season photo of the new Photo iPod, suggesting the picture‑displaying player could be a popular gift under many Christmas trees this year.",en,gpt_oss_groq
"Denver Broncos head coach Mike Shanahan addressed speculation about his future on Thursday night, confirming he plans to fulfill the remaining four years of his contract with the team.",en,gpt_oss_groq
Iran Claims U.S. Has No Viable Route to Counter Its Nuclear Ambitions (Reuters) — President Mohammad Khatami told reporters Saturday that Washington has reached an impasse over Tehran’s nuclear file: it lacks the evidence needed to push for United Nations sanctions and is too entangled in Iraq to contemplate a military attack.,en,gpt_oss_groq
Low Expectations for Georgia Basketball (AP) — Analysts warn that Georgia’s basketball team is poised for a disappointing season on the court.,en,gpt_oss_groq
"**Company:** Ameritrade Holding Corp  

**News:** With the political uncertainty tied to the presidential election now behind us, retail investors have surged back into the U.S. equity market with enthusiasm, and traders say they’re likely to remain active for the foreseeable future.",en,gpt_oss_groq
"**Oslo Still a Beacon of Hope for Arafat (AP)** — Though far removed from the turmoil of the Middle East, Norway’s capital became the backdrop for clandestine talks that finally convinced two seasoned leaders that the moment had arrived to pursue peace.",en,gpt_oss_groq
"**U.S. Military Casualties in Iraq Update (AP)** — By Tuesday, Nov. 23, 2004, the Associated Press tallied a minimum of 1,229 U.S. service members who have been killed since the invasion began in March 2003. The Defense Department reports that at least 957 of those deaths resulted from hostile fire, and the total count also includes three civilian employees attached to the military.",en,gpt_oss_groq
"Iraq – The Black Watch’s “Christmas Soldiers” announced that their mission was now complete after their convoy, comprising more than 200 vehicles, safely reached the protected Shaibah Logistics Base.",en,gpt_oss_groq
"Revlon’s third‑quarter deficit deepened, with the beauty company reporting a larger loss after sales slipped 7 % while it wrapped up a sweeping refinancing plan.",en,gpt_oss_groq
"**Digital IDs Make Traditional Passwords Look Outdated**

How many items are on your keychain? Besides the usual house and car keys, most people also carry a remote‑control fob that can unlock doors from across the driveway. Now there’s a fresh addition: a sleek blue token designed for logging into America Online’s internet service. While using it isn’t mandatory, it’s a sensible upgrade for anyone who wants a more secure, hassle‑free way to access their online accounts.",en,gpt_oss_groq
"Israeli police have opened an investigation after Prime Minister Ariel Sharon was the target of death threats, a development that comes as criticism of his plan to withdraw from Gaza continues to grow.",en,gpt_oss_groq
"A senior Red Hat official has publicly questioned Sun Microsystems’ standing in the open‑source community. In a blog entry posted on Thursday, Michael Tiemann, Red Hat’s vice‑president for open‑source affairs, criticized Sun’s track record on open‑source initiatives, despite the two companies having previously collaborated on business ventures.",en,gpt_oss_groq
,en,gpt_oss_groq
"Rain‑delayed action in Houston didn’t stop the ATP Masters Cup from delivering a marquee win on Thursday. After the courts finally cleared past midnight, Roger Federer wrapped up his second round‑robin match early the next morning, overcoming Lleyton Hewitt 6‑3, 6‑4 for the fifth straight victory over the Australian. Fellow competitor Juan Moya also navigated the wet conditions to secure his own win, keeping the tournament on track despite the soggy setback.",en,gpt_oss_groq
"Online auction sites are hoping to ride the wave of discontent sparked by the latest insurance‑industry scandal. While shoppers can easily hunt the Internet for low‑cost flights, vintage items or investment opportunities, corporate buyers have traditionally relied on established brokers for group‑policy coverage. Now, shaken by the controversy, many firms are beginning to explore digital marketplaces as an alternative route for securing employee insurance.",en,gpt_oss_groq
"A new computer virus masquerading as an electronic Christmas card is circulating online in multiple languages. The malicious program, disguised as a holiday greeting, is spreading rapidly across the internet, prompting security experts to warn users to be cautious when opening festive e‑mail attachments.",en,gpt_oss_groq
"Defense Secretary Donald Rumsfeld said the United States could withdraw its forces from Iraq within the next four years, but he warned that the ultimate timeline would depend on how well Iraq’s newly formed government performs.",en,gpt_oss_groq
,en,gpt_oss_groq
"U.S. envoy expresses optimism ahead of a UN Security Council meeting on Sudan. Starting Nov. 18, ambassadors will gather in Nairobi for a two‑day session aimed at advancing the peace process in the war‑torn country. The talks in Kenya’s capital are expected to address diplomatic pathways toward a sustainable settlement.",en,gpt_oss_groq
"Veteran manager Bobby Valentine has returned to Japan to oversee the Lotte Marines' autumn training camp. The former MLB skipper, whose name surfaced in recent speculation about succeeding Art Howe, will be on the sidelines as the squad prepares for the upcoming season.",en,gpt_oss_groq
"**Check float set to vanish**

Each night, countless cashed checks are transported across the nation back to the issuing banks. Beginning in October, new technology will curb most of these trips, effectively ending the traditional check‑float process.",en,gpt_oss_groq
,en,gpt_oss_groq
Washington is drafting a fresh United Nations resolution aimed at addressing the ongoing crisis in Sudan’s war‑torn Darfur region. The United States says the new proposal will seek stronger measures to tackle the humanitarian emergency there.,en,gpt_oss_groq
"Microsoft targets NetWare customers with a migration push. In the United States, the company will provide training vouchers, migration tools and online technical support to help NetWare users transition to its platforms.",en,gpt_oss_groq
"Chelsea cracks down on drugs, sacking Mutu

Chelsea reiterated its strict zero‑tolerance stance on substances yesterday, terminating Romanian forward Adrian Mutu for gross misconduct after a cocaine test came back positive.",en,gpt_oss_groq
"Alabama’s offense is in for a hard challenge, and like most Tide supporters, the sidelined quarterback Brodie Croyle will be watching the home showdown with LSU with a knot in his stomach. The Crimson Tide will try to topple the 17th‑ranked Tigers on their own field, and a victory could prove a crucial boost for Croyle’s comeback hopes.",en,gpt_oss_groq
"Amazon expands its foothold in China by acquiring Joyo.com, the country's leading online retailer. The U.S. e‑commerce giant agreed to a purchase price of roughly $75 million (about ¥41 million), marking a significant step in its strategy to tap the Chinese market.",en,gpt_oss_groq
"Britain’s industrial production turned out to be a heavier brake on overall growth in the third quarter than analysts first believed, AFP reports.",en,gpt_oss_groq
The Motion Picture Association of America announced that it has launched a new round of legal action—though it did not disclose how many cases—against individuals who distribute movies through peer‑to‑peer file‑sharing networks.,en,gpt_oss_groq
"US Airways and its pilots union saw talks break down on Monday, ending negotiations over proposed labor cuts. The carrier is demanding roughly $295 million in yearly concessions from its pilots.",en,gpt_oss_groq
"Der britische Premierminister hat vier Kernforderungen an die EU formuliert. In einer programmatischen Ansprache hat David Cameron am Dienstag im Rahmen einer Veranstaltung des Think‑Tanks Chatham House die nächste Verhandlungsrunde über das künftige Verhältnis Großbritanniens zur Europäischen Union eingeleitet. Dabei präsentierte er vier Punkte, die von einer lockereren Auslegung der EU‑Regeln über Sonderrechte für Nicht‑Euro‑Staaten bis hin zu einer Beschränkung von Sozialleistungen für EU‑Migrantinnen und -Migranten reichen. Cameron betonte, dass sein Ziel sei, die Mitgliedschaft des Landes langfristig zu erhalten – ein Austritt sei jedoch nicht ausgeschlossen.

In seiner knapp 45‑minütigen Rede stellte der konservative Regierungschef wiederholt heraus, wie wichtig die 28‑köpfige Gemeinschaft für die wirtschaftliche und sicherheitspolitische Stabilität Europas sei. Die EU, so Cameron, sei kein Selbstzweck, sondern ein zentrales politisches Instrument, das mit NATO und UNO vergleichbar sei. Als zweitgrößte Volkswirtschaft und zweitgrößter Nettozahler müsse das Vereinigte Königreich darauf vertrauen, dass seine B",de,gpt_oss_groq
"**Salzburg –** Für die Porsche‑Holding war das Jahr 2015 ein gutes Geschäftsjahr, während 2016 vor allem die Nachbereitung der VW‑Affäre und der bevorstehende e‑Golf im Fokus steht. Sprecher Alain Favey betont, dass die Gesamtentwicklung der Holding – als größter VW‑Händler Europas – trotz der Skandale solide bleibt. In Zentral‑ und Südosteuropa lief alles wie geplant, in Österreich halte man das Niveau auf einem stabilen, hohen Level. Ein neuer Rekord wie 2011 sei zwar nicht in Aussicht, doch mit rund 300 000 verkauften Fahrzeugen behalte man weiterhin einen Marktanteil von etwa 35 Prozent.

Favey nennt zwar keine konkreten Umsatzzahlen, doch die Händler dürfen sich über ein starkes Jahr freuen – besonders die Porsche‑Verkäufer, die ihre Absatzmenge um 22 Prozent steigerten. Für das laufende Jahr werden voraussichtlich 1.235 Neuzulassungen von Porsche‑Modellen erwartet. „Wir haben vier Marken unter den Top 10“, so Favey, während Volkswagen in Europa laut",de,gpt_oss_groq
"**Politikwissenschaftler Lok Raj Baral kritisiert die politischen Verantwortlichen für den schleppenden Wiederaufbau Nepals nach dem Erdbeben.**  

Baral wirft den Parteien vor, dass sie ihre eigenen Interessen in den Vordergrund stellen und deshalb keine Einigung erzielen können. Der Westen sieht die nepalesische Regierung als Hauptgrund für die langsame Wiederaufbau‑Phase – eine Sichtweise, die Baral teilt: „Ein Jahr ist vergangen und kaum etwas ist geschehen. Die Führung konnte nicht einmal einen Koordinator für den Wiederaufbau bestimmen.“  

Auf die Frage nach den Ursachen antwortet Baral, dass die Parteien in internen Machtkämpfen verstrickt seien, die Regierung sich mehr um ihr eigenes Überleben sorge und eine Art bürokratischer Anarchie herrsche. Persönliche Interessen der Politiker verhinderten demnach jede Beschleunigung des Wiederaufbaus.  

**Verfassungsreformen und regionale Spannungen**  
Die neue Verfassung habe zwar formell mehr Gerechtigkeit gebracht, jedoch gibt es weiterhin Beschwerden, insbesondere aus dem südlichen Terai‑Flachland. Die Madhesi fordern zumindest zwei der neu geschaffenen Provinzen und krit",de,gpt_oss_groq
